city,area,rooms,bathroom,parking_spaces,floor,animal_allowance,furniture,association_tax,rent_amount,property_tax,fire_insurance,total_rent
Chennai,Singaperumal Koil,3,2,2,11,acept,not furnished,2100,4350,237,57,6744
Bangalore,9th Phase JP Nagar,1,1,0,6,acept,not furnished,900,4800,180,63,5943
Bangalore,Yelahanka,1,1,1,12,acept,not furnished,900,10410,210,132,11652
Bangalore,Bisuvanahalli,4,5,5,-,acept,not furnished,0,32610,4251,492,37350
Bangalore,Kumaraswami Layout,3,2,1,9,acept,furnished,3246,18900,672,240,23058
Bangalore,Sarjapur Road, ,2,2,1,3,acept,furnished,3000,45000,750,573,49320
Bangalore,Panathur,2,2,1,6,not acept,furnished,2550,9000,213,117,11880
Bangalore,Yelahanka,1,1,1,5,acept,not furnished,1536,6300,39,81,7956
Bangalore,7th Phase JP Nagar,1,1,1,8,acept,not furnished,2082,5400,516,69,8067
Bangalore,5th Phase JP Nagar,1,1,1,4,acept,not furnished,1650,11400,327,147,13524
Bangalore,Doddakannelli,4,4,2,-,acept,not furnished,7500,30000,7500,453,45450
Chennai,Selaiyur,3,1,1,4,acept,not furnished,924,2550,138,33,3645
Bangalore,R.T. Nagar,3,2,0,2,not acept,not furnished,4653,8100,1485,105,14343
Bangalore,Sarjapur  Road,2,1,1,2,not acept,not furnished,2382,7500,42,96,10020
Bangalore,Yelahanka,1,1,0,18,not acept,furnished,0,7800,0,99,7899
Bangalore,Rachenahalli,2,2,1,6,acept,not furnished,1350,14100,15,180,15645
Bangalore,Wilson Garden,4,5,5,46,acept,not furnished,9000,30000,0,381,39390
Bangalore,Sector 7 HSR Layout,3,3,4,5,not acept,not furnished,7467,26100,2460,333,36360
Bangalore,Yelahanka,1,1,0,-,not acept,not furnished,0,2700,75,42,2817
Bangalore,Sarjapur,1,1,0,2,acept,furnished,1806,5400,390,69,7665
Bangalore,Kundalahalli,1,1,0,1,not acept,not furnished,78,3870,99,51,4098
Bangalore,Sarjapur  Road,2,1,1,7,acept,furnished,6195,9900,633,126,16854
Bangalore,Marathahalli,5,6,2,-,not acept,not furnished,0,24000,2400,363,26763
Bangalore,Nagondanahalli,4,3,5,11,acept,not furnished,11880,39000,9360,495,60750
Bangalore,Sarjapur,1,1,0,5,acept,furnished,1806,5400,390,69,7665
Bangalore,1st Block Jayanagar,1,1,2,5,not acept,furnished,5250,34500,1437,438,41640
Bangalore,Hegde Nagar,3,1,1,5,acept,furnished,3516,10650,420,135,14721
Bangalore,7th Phase JP Nagar,2,2,0,-,not acept,not furnished,0,4950,252,75,5277
Bangalore,Jigani,5,4,6,-,acept,not furnished,0,39000,750,588,40350
Bangalore,GM Palaya,4,2,0,3,acept,not furnished,6192,5700,1902,75,13869
Chennai,Perambur,2,1,0,1,acept,not furnished,1290,2850,0,39,4179
Bangalore,7th Phase JP Nagar,2,1,1,9,acept,not furnished,900,5760,102,75,6837
Bangalore,Frazer Town,4,4,4,-,acept,not furnished,0,20400,3000,309,23709
Bangalore,Rustam Bagh Layout,4,6,4,-,not acept,not furnished,0,36900,8001,555,45450
Bangalore,KR Puram,3,1,1,3,acept,not furnished,1374,3900,0,51,5325
Bangalore,Kasavanhalli,3,2,3,11,acept,not furnished,3450,7800,1002,99,12351
Bangalore,Raja Rajeshwari Nagar,1,1,1,-,acept,not furnished,0,4500,303,69,4872
Bangalore,Gottigere,1,1,0,10,acept,furnished,900,18000,51,231,19182
Bangalore,Magadi Road,3,4,3,8,acept,not furnished,7200,13500,2700,174,23574
Bangalore,Hoskote,4,5,4,18,acept,not furnished,11700,29700,3252,378,45030
Bangalore,BTM Layout,4,5,4,5,acept,not furnished,9933,11400,5232,147,26712
Bangalore,KR Puram,2,2,1,4,acept,not furnished,1140,5550,0,72,6762
Bangalore,Nagappa Reddy Layout,3,7,2,-,acept,not furnished,0,29700,1800,447,31950
Bangalore,Yeshwanthpur,4,4,4,-,acept,not furnished,0,25500,3750,384,29634
Bangalore,Sarjapur,1,1,0,1,not acept,not furnished,0,3300,105,42,3447
Bangalore,Malleshpalya,2,3,3,8,acept,not furnished,7800,16500,2502,210,27012
Bangalore,Whitefield,1,2,0,-,acept,not furnished,0,2700,150,42,2892
Bangalore,Rajaji Nagar,3,3,2,1,acept,furnished,3450,7050,765,90,11355
Bangalore,Ramagondanahalli,1,2,1,10,not acept,not furnished,2700,7320,501,93,10614
Bangalore,Balagere,4,5,7,-,acept,furnished,0,36000,1002,543,37560
Bangalore,Nagarbhavi,5,3,0,-,acept,not furnished,0,16500,1800,249,18549
Chennai,Sholinganallur,2,1,1,2,acept,not furnished,942,3000,0,39,3981
Bangalore,Ardendale,1,1,0,1,acept,not furnished,0,3975,0,51,4026
Bangalore,Vittasandra,3,2,2,2,acept,not furnished,4638,8400,756,108,13902
Chennai,Ponneri,6,4,8,-,acept,not furnished,0,15600,1125,237,16962
Bangalore,Bellandur,5,5,2,15,acept,not furnished,3855,6861,1551,87,12354
Chennai,Porur,2,2,2,6,acept,not furnished,2190,6000,444,78,8712
Bangalore,Kadugodi,1,1,0,-,not acept,not furnished,0,2700,225,42,2967
Bangalore,Sarjapur  Road,3,1,2,1,not acept,furnished,2646,9600,420,123,12789
Bangalore,Bhoganhalli,1,2,1,12,acept,furnished,2445,7437,351,96,10329
Bangalore,Whitefield,1,1,0,-,acept,not furnished,0,2400,54,39,2493
Bangalore,KR Puram,1,1,0,-,acept,not furnished,0,4950,0,75,5025
Bangalore,Sarjapur  Road,2,2,1,12,acept,not furnished,1995,6000,0,78,8073
Bangalore,Thigalarapalya,3,3,2,15,not acept,furnished,10500,26001,2502,330,39330
Bangalore,Uttarahalli,2,2,5,-,acept,not furnished,0,9000,177,138,9315
Bangalore,Basapura,4,5,4,-,acept,not furnished,0,14700,549,222,15471
Bangalore,Whitefield,1,1,1,4,acept,furnished,1500,9669,300,123,11592
Bangalore,Mico Layout,4,3,4,5,acept,furnished,9000,30000,0,381,39390
Chennai,Madipakkam,2,1,1,1,acept,furnished,1155,10500,192,135,11982
Bangalore,Anandapura,4,3,3,-,acept,not furnished,0,40500,2502,609,43620
Chennai,Padur,3,2,1,4,acept,not furnished,2070,4023,330,18,6441
Bangalore,Kodbisanhalli,1,1,0,2,acept,not furnished,0,6600,126,84,6810
Bangalore,Hennur Road,2,2,1,3,acept,not furnished,3000,9000,150,117,12267
Bangalore,Nagarbhavi,3,5,3,3,acept,not furnished,13200,13500,402,174,27276
Bangalore,Jigani,7,7,8,-,not acept,furnished,0,27000,5001,408,32400
Bangalore,Chandra Layout,4,4,6,-,acept,not furnished,0,23031,2850,348,26229
Bangalore,Ambedkar Nagar,2,1,1,8,acept,not furnished,1767,3300,216,42,5325
Chennai,Kolathur,3,2,0,2,not acept,not furnished,2445,2424,243,33,5145
Bangalore,Bommasandra Industrial Area,4,7,8,-,acept,furnished,0,45000,6750,678,52440
Bangalore,Kaval Byrasandra,4,5,3,14,not acept,not furnished,5550,18000,1875,231,25656
Bangalore,Sarjapur,1,1,0,-,acept,furnished,1806,5400,390,69,7665
Bangalore,Stage-4 Bommanahalli,5,4,4,-,acept,not furnished,0,24990,6501,378,31860
Chennai,Pudupakkam Village,5,6,4,17,acept,not furnished,22200,14580,3600,186,40560
Bangalore,Yeshwanthpur,4,4,4,-,acept,furnished,0,30000,2736,453,33180
Bangalore,RMV 2nd Stage,3,2,4,-,acept,not furnished,0,33000,5502,498,39000
Bangalore,Nagavarapalya,3,4,1,10,acept,not furnished,7995,13500,1377,174,23046
Bangalore,Kudlu Gate,2,1,1,1,acept,not furnished,1827,3420,0,45,5292
Bangalore,7th Phase JP Nagar,1,1,1,2,acept,not furnished,1695,6900,0,90,8685
Bangalore,Ramamurthy Nagar,3,2,1,16,acept,not furnished,2010,4617,0,60,6687
Chennai,Sholinganallur,2,1,1,3,acept,not furnished,1035,2460,48,33,3576
Chennai,Manapakkam,4,3,1,10,not acept,not furnished,4410,11100,0,141,15651
Bangalore,Hebbal,4,3,3,-,acept,not furnished,0,13050,750,198,13998
Bangalore,Jakkur,3,2,1,-,acept,not furnished,0,11100,0,168,11268
Bangalore,Gollahalli,4,5,4,5,acept,furnished,10500,36000,4500,459,51450
Bangalore,Chikkabanavar,1,2,2,11,acept,furnished,6228,39000,1002,495,46740
Bangalore,Sarjapur  Road,2,1,1,-,acept,not furnished,0,3900,75,60,4035
Bangalore,Hebbal,7,5,2,-,acept,furnished,0,18000,0,273,18273
Bangalore,Green Glen Layout,3,2,1,11,acept,not furnished,4002,19500,840,249,24591
Bangalore,7th Phase JP Nagar,1,2,0,1,acept,not furnished,0,4290,0,66,4356
Bangalore,Sadashiva Nagar,4,6,4,6,not acept,not furnished,2820,24567,0,312,27699
Bangalore,Choodasandra,3,4,2,18,acept,furnished,4500,30000,1581,381,36450
Bangalore,Malleshwaram,2,2,1,1,acept,furnished,1398,9000,279,117,10794
Bangalore,Konanakunte,3,3,0,-,acept,furnished,0,18000,102,273,18375
Bangalore,Margondanahalli,2,1,1,5,not acept,not furnished,2502,6420,0,84,9006
Bangalore,Rayasandra,4,4,3,7,not acept,not furnished,4500,16500,2673,210,23883
Bangalore,Rachenahalli,2,2,2,2,acept,not furnished,2499,6090,567,78,9234
Bangalore,Malleshwaram,2,2,0,1,acept,furnished,2100,9000,3,117,11220
Bangalore,Begur Road,4,3,4,11,acept,furnished,5400,9000,3000,117,17517
Bangalore,Raja Rajeshwari Nagar,1,1,1,11,acept,not furnished,1410,7500,66,96,9072
Bangalore,Kaval Byrasandra,3,3,2,-,acept,not furnished,0,7950,699,120,8769
Bangalore,Green Glen Layout,3,2,1,7,acept,not furnished,2550,6900,0,90,9540
Chennai,Muttukadu,1,1,1,1,acept,not furnished,2370,3900,708,51,7029
Bangalore,Kadugodi,1,1,1,1,not acept,furnished,1812,7800,756,99,10467
Bangalore,Doddakammanahalli,3,4,3,3,acept,not furnished,7800,7500,2451,96,17847
Bangalore,Marathahalli,3,2,1,-,acept,not furnished,0,11700,1614,177,13491
Bangalore,Cooke Town,4,3,3,10,acept,not furnished,11400,30000,3501,381,45270
Bangalore,Raja Rajeshwari Nagar,1,1,0,1,not acept,not furnished,0,3870,0,51,3921
Bangalore,Raja Rajeshwari Nagar,1,1,1,12,not acept,furnished,3510,6600,726,84,10920
Bangalore,Electronics City Phase 1,4,4,3,6,acept,furnished,4938,14100,2250,180,21468
Bangalore,Rachenahalli,2,2,1,3,acept,not furnished,1200,6900,750,90,8940
Bangalore,Manayata Tech Park,4,6,4,-,acept,not furnished,0,31500,5502,474,37470
Bangalore,Ramamurthy Nagar,2,1,0,5,acept,furnished,1500,12000,0,153,13653
Bangalore,Yeshwanthpur,3,2,3,-,acept,not furnished,0,16500,3252,249,20001
Bangalore,Murugeshpalya,3,3,3,11,acept,furnished,12765,38250,5076,486,56580
Bangalore,Dommasandra,3,5,3,1,acept,furnished,8100,45000,2502,573,56190
Bangalore,Ramagondanahalli,3,2,2,10,acept,not furnished,1950,7200,351,93,9594
Bangalore,8th Phase JP Nagar,2,1,1,2,acept,not furnished,2367,10050,0,129,12546
Bangalore,Marathahalli,3,2,2,-,acept,not furnished,0,9630,4251,147,14028
Bangalore,Rajaji Nagar,3,2,2,1,not acept,not furnished,3972,9750,1713,126,15561
Bangalore,Hosur Road,4,4,2,23,acept,not furnished,2790,7455,0,96,10341
Bangalore,Kundalahalli Colony,4,5,5,19,acept,not furnished,9546,35100,7446,447,52530
Chennai,Virugambakkam,3,3,2,1,acept,not furnished,6600,5100,768,66,12534
Bangalore,Thanisandra,3,3,1,5,acept,not furnished,5250,9600,501,123,15474
Bangalore,Hebbal,5,5,4,3,acept,not furnished,7788,6000,3747,78,17613
Bangalore,Kudlu,1,1,0,11,acept,not furnished,1320,6000,27,78,7425
Chennai,Kodambakkam,3,3,3,1,acept,not furnished,7500,21660,1680,276,31110
Bangalore,Hennur Road,2,2,0,2,not acept,not furnished,540,5400,1125,69,7134
Bangalore,Nagadevanahalli,1,1,0,-,not acept,not furnished,0,3600,123,48,3771
Bangalore,Ramamurthy Nagar,2,1,0,1,not acept,not furnished,0,3600,201,48,3849
Bangalore,Jakkur Plantation,4,5,4,8,acept,not furnished,9309,18900,3288,240,31740
Bangalore,Hennur Road,2,1,1,1,acept,not furnished,3000,9000,150,117,12267
Bangalore,JP Nagar,3,4,3,-,acept,furnished,0,24000,1500,363,25863
Chennai,Urapakkam,1,1,1,8,not acept,furnished,3000,6900,150,90,10140
Bangalore,Hebbal,4,4,3,-,acept,not furnished,0,11472,0,174,11646
Bangalore,Sarjapur  Road,2,2,0,2,acept,furnished,4317,16500,945,210,21972
Bangalore,Bannerghatta Road,4,3,2,-,acept,not furnished,0,9000,201,138,9339
Bangalore,Banashankari Stage III,3,4,2,6,not acept,furnished,3681,10500,750,135,15066
Bangalore,Whitefield,2,1,1,3,acept,not furnished,1440,3600,216,48,5304
Chennai,Velachery,1,1,1,2,acept,not furnished,1101,3300,102,42,4545
Bangalore,Begur Road,4,4,3,4,not acept,furnished,6600,14790,2427,189,24006
Bangalore,KR Puram,2,1,1,9,acept,not furnished,1965,4590,300,60,6915
Bangalore,Anjanapura,3,3,1,5,acept,not furnished,3975,13500,1041,174,18690
Bangalore,Dodda Nekkundi,3,4,4,15,acept,not furnished,6000,30000,2397,381,38790
Bangalore,Doddathoguru,2,1,1,12,acept,not furnished,1338,6600,342,84,8364
Chennai,Avadi Main,4,2,2,5,acept,not furnished,3288,9900,492,126,13806
Bangalore,Nagarbhavi,3,5,4,12,acept,not furnished,6681,18000,4404,231,29316
Bangalore,Rayasandra,2,2,3,6,acept,furnished,4500,45000,1827,573,51900
Bangalore,Vittasandra,4,3,1,3,acept,not furnished,5400,12600,936,162,19098
Bangalore,Seegehalli,2,3,2,11,acept,furnished,2100,7980,501,102,10683
Chennai,Madambakkam,2,3,2,9,acept,not furnished,1989,16500,399,210,19098
Bangalore,Magadi Road,4,4,3,-,acept,not furnished,0,21000,2025,318,23343
Bangalore,Indira Nagar,2,1,1,8,acept,not furnished,1575,4080,18,54,5727
Bangalore,Uttarahalli,1,1,1,10,acept,not furnished,3900,19500,0,249,23649
Chennai,Kovilambakkam,3,3,3,7,acept,not furnished,5700,6900,1377,90,14067
Bangalore,Bellandur,4,3,2,5,acept,not furnished,7950,16500,2001,210,26661
Bangalore,Hosa Road,1,1,0,-,acept,not furnished,60,3600,75,57,3792
Bangalore,CV Raman Nagar,4,4,0,-,acept,not furnished,0,12000,1002,183,13185
Bangalore,Hoodi,3,4,2,1,not acept,furnished,3900,9000,702,117,13719
Chennai,Kundrathur,2,1,1,1,not acept,not furnished,1170,2880,150,39,4239
Chennai,Velachery,1,1,1,16,not acept,furnished,1350,11700,315,150,13515
Bangalore,Bhoganhalli,2,2,1,1,acept,not furnished,3750,8520,765,108,13143
Bangalore,Hennur Road,3,2,2,2,acept,not furnished,3960,5100,675,66,9801
Bangalore,Green Glen Layout,3,2,2,15,acept,not furnished,2160,10470,501,135,13266
Bangalore,Haralur Road,3,3,2,-,acept,not furnished,0,6150,750,93,6993
Bangalore,Yelahanka,1,2,1,28,not acept,furnished,5805,12600,954,162,19521
Chennai,Velachery,1,1,1,15,acept,not furnished,1959,2640,114,36,4749
Chennai,Sholinganallur,1,1,1,1,acept,furnished,1995,5100,111,66,7272
Bangalore,Channasandra,3,2,2,4,acept,not furnished,0,8400,537,108,9045
Bangalore,Hebbal Kempapura,3,3,2,5,acept,furnished,3609,12600,801,162,17172
Bangalore,Pattandur Agrahara,3,5,3,8,acept,furnished,6600,16500,2751,210,26061
Bangalore,Varthur,2,2,1,1,acept,not furnished,1680,4650,51,60,6441
Chennai,Perungalathur,3,1,2,1,acept,not furnished,450,5370,450,69,6339
Bangalore,Yeshwanthpur,4,3,5,-,acept,not furnished,0,31800,1377,480,33660
Bangalore,Jakkur,3,3,3,6,acept,furnished,8400,13500,2502,174,24576
Bangalore,OMBR Layout,4,4,3,1,acept,not furnished,11400,14730,4251,189,30570
Bangalore,Gunjur,3,3,2,-,acept,not furnished,0,11100,933,168,12201
Bangalore,Basapura,3,3,0,14,not acept,furnished,6924,36000,2385,459,45780
Bangalore,Subramanyapura,3,3,2,7,acept,not furnished,2850,4800,774,63,8487
Chennai,Iyappanthangal,2,1,1,-,acept,not furnished,0,3000,0,39,3039
Bangalore,Gunjur,3,2,1,14,acept,furnished,5400,28500,1500,363,35760
Bangalore,Sector 2 HSR Layout,1,1,0,5,acept,not furnished,771,3129,0,42,3942
Bangalore,Hormavu,3,3,0,10,acept,not furnished,5700,22500,1587,288,30090
Bangalore,Uttarahalli,2,1,0,-,not acept,not furnished,0,4500,0,69,4569
Bangalore,Hoodi,3,2,2,2,acept,not furnished,4440,11100,501,141,16182
Bangalore,Chikkalasandra,4,5,0,-,acept,not furnished,0,19380,4440,294,24114
Bangalore,Bannerghatta Road,2,1,1,-,not acept,not furnished,0,10500,300,159,10959
Bangalore,Judicial Layout,4,4,4,12,acept,not furnished,6978,36000,2451,459,45900
Bangalore,Kasavanhalli,3,2,2,2,acept,not furnished,2502,16500,891,210,20103
Bangalore,Chandapura,2,1,1,1,acept,not furnished,300,4200,252,54,4806
Bangalore,Babusapalaya,3,1,2,5,acept,not furnished,5700,7500,252,96,13548
Chennai,Guduvancheri,2,1,0,2,not acept,not furnished,1158,2490,165,33,3846
Chennai,Medavakkam,2,2,1,8,acept,furnished,2580,6000,102,78,8760
Bangalore,Raja Rajeshwari Nagar,1,1,1,14,not acept,not furnished,5100,6000,825,78,12003
Chennai,Varadharajapuram,1,1,0,9,not acept,not furnished,900,1800,12,24,2736
Chennai,Thiruverkadu,4,4,3,5,not acept,not furnished,15864,45000,246,573,61680
Bangalore,Hebbal,5,2,6,-,acept,not furnished,0,27000,4251,408,31650
Bangalore,Kanakpura Road,1,1,1,-,acept,not furnished,0,3750,0,57,3807
Bangalore,Hegde Nagar,3,2,2,14,not acept,furnished,3366,25500,855,324,30060
Bangalore,Padmanabhanagar,3,2,2,14,not acept,not furnished,2490,18600,615,237,21942
Bangalore,Horamavu Banaswadi,4,6,3,2,acept,furnished,6300,17100,2877,219,26496
Bangalore,Kammasandra,2,2,1,8,not acept,not furnished,2667,9360,612,120,12759
Bangalore,Yeshwanthpur,3,4,4,-,acept,furnished,0,45000,0,678,45690
Bangalore,Kanakpura Road,1,1,0,-,acept,not furnished,0,6000,0,93,6093
Chennai,Kolathur,2,2,1,11,acept,not furnished,0,6000,0,78,6078
Bangalore,Chandapura,2,1,1,1,acept,not furnished,2850,5850,639,75,9414
Chennai,Pallavaram,1,1,0,4,acept,not furnished,1251,1560,69,21,2901
Bangalore,HBR Layout,3,4,2,10,acept,not furnished,4050,18300,1470,234,24054
Bangalore,Banashankari Stage III,4,3,2,4,acept,not furnished,3120,14790,1416,189,19515
Bangalore,Bannerghatta Road,2,1,2,7,acept,not furnished,1980,4410,36,57,6483
Bangalore,Chandapura,2,1,0,-,acept,not furnished,0,3600,102,57,3759
Bangalore,Kudlu Gate,2,2,1,13,acept,not furnished,2292,12000,402,153,14847
Bangalore,CV Raman Nagar,4,6,4,11,not acept,not furnished,14400,22950,5001,291,42630
Bangalore,Ramagondanahalli,1,2,2,6,acept,not furnished,2046,6900,645,90,9681
Bangalore,Lakshminarayana Pura,2,2,1,21,acept,not furnished,1986,12000,438,153,14577
Bangalore,Cambridge Layout,4,5,4,12,acept,furnished,9450,12000,4740,153,26343
Chennai,Siruseri,1,1,0,5,acept,not furnished,840,1740,36,24,2640
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,2490,0,39,2529
Bangalore,Yelahanka,1,1,0,-,not acept,not furnished,540,2550,123,33,3246
Bangalore,Green View Layout,5,5,3,-,acept,not furnished,0,14400,1746,219,16365
Bangalore,CV Raman Nagar,4,4,4,4,acept,furnished,9300,25500,4200,324,39330
Bangalore,Bannerghatta Road,3,3,1,-,acept,not furnished,0,8400,225,129,8754
Bangalore,Whitefield,2,1,1,7,acept,not furnished,1200,5550,501,72,7323
Bangalore,Hebbal,4,5,4,5,acept,furnished,10500,45000,4620,573,60690
Bangalore,Whitefield,1,1,0,-,acept,not furnished,0,3300,0,51,3351
Bangalore,Sarjapur  Road,3,2,1,3,acept,not furnished,2274,6000,327,78,8679
Bangalore,Yelahanka,1,1,0,-,not acept,not furnished,0,3030,0,48,3078
Bangalore,Begur Road,3,4,2,-,acept,furnished,0,13500,591,204,14295
Bangalore,Basavangudi,2,1,2,8,acept,not furnished,2115,18750,0,240,21105
Bangalore,Vittasandra,3,3,3,15,acept,furnished,4350,23700,1470,303,29823
Bangalore,Konanakunte,4,4,4,2,acept,not furnished,8550,9000,7464,117,25131
Bangalore,Begur Road,3,4,1,6,acept,not furnished,5040,36000,1002,459,42510
Bangalore,2nd Stage Nagarbhavi,3,3,3,3,acept,not furnished,4815,8100,966,105,13986
Bangalore,Thanisandra,3,2,3,-,acept,not furnished,0,8700,1002,132,9834
Bangalore,Raja Rajeshwari Nagar,1,1,1,17,acept,furnished,3840,12000,600,153,16593
Bangalore,Ambedkar Nagar,2,1,0,8,not acept,not furnished,6000,3690,102,48,9840
Bangalore,Whitefield,2,2,0,1,not acept,not furnished,600,2850,0,39,3489
Bangalore,Varthur,2,2,1,1,not acept,not furnished,0,7050,0,90,7140
Bangalore,Whitefield,1,1,1,25,not acept,furnished,2121,11100,90,141,13452
Chennai,Acharapakkam,3,2,4,-,acept,not furnished,0,9540,300,144,9984
Bangalore,Sarjapur  Road,1,2,6,-,acept,not furnished,0,9870,1251,150,11271
Bangalore,Chikkalasandra,4,5,4,-,acept,not furnished,0,30000,2001,453,32460
Bangalore,Kaggalipura,3,3,2,6,acept,not furnished,3600,10500,1602,135,15837
Bangalore,Rajaji Nagar,3,4,3,7,acept,not furnished,4239,7200,1791,93,13323
Bangalore,Brookefield,2,2,0,1,acept,not furnished,2727,16500,897,210,20334
Bangalore,Hoodi,3,2,2,8,acept,furnished,3150,36000,627,459,40230
Bangalore,Ramagondanahalli,2,2,2,1,not acept,furnished,1350,10500,465,135,12450
Bangalore,Whitefield,1,2,0,-,not acept,not furnished,0,4530,0,69,4599
Bangalore,Bommasandra Industrial Area,3,3,8,-,acept,furnished,3600,40500,3630,609,48330
Bangalore,Kanakpura Road,2,1,0,-,acept,not furnished,0,4800,75,75,4950
Bangalore,Uttarahalli,2,2,2,-,acept,not furnished,150,5100,531,78,5859
Bangalore,Kanakpura Road,1,1,1,2,acept,furnished,3216,13800,345,177,17538
Bangalore,JP Nagar,4,4,7,-,acept,furnished,2670,12000,834,183,15687
Chennai,Kilpauk,4,3,2,6,not acept,not furnished,2670,6900,783,90,10443
Bangalore,Haralur Road,3,3,8,-,acept,not furnished,0,24000,3252,363,27615
Bangalore,Mahadevpura,1,1,1,3,not acept,furnished,2040,7500,345,96,9981
Bangalore,Jalahalli,1,1,0,9,acept,not furnished,1500,5250,0,69,6819
Bangalore,Yeshwanthpur,5,4,2,12,acept,not furnished,8025,6000,2496,78,16599
Bangalore,Bannerghatta Road,3,1,4,-,acept,not furnished,0,10500,780,159,11439
Bangalore,Electronic City Phase II,1,1,1,14,acept,not furnished,1371,8400,216,108,10095
Bangalore,Hebbal,4,5,4,5,not acept,not furnished,9000,30000,0,381,39390
Bangalore, Devarachikkanahalli,3,4,3,4,acept,furnished,2568,21600,1767,276,26211
Bangalore,Vasanth nagar,4,4,7,2,acept,not furnished,25800,45000,15000,573,86370
Bangalore,Yelachenahalli,4,6,4,1,acept,furnished,9600,42000,5751,534,57900
Bangalore,Ramamurthy Nagar,2,1,0,1,not acept,not furnished,0,3600,201,48,3849
Bangalore,Kasavanhalli,3,2,1,5,acept,furnished,3651,10800,645,138,15234
Bangalore,Harlur,3,3,4,6,acept,furnished,7800,16500,5502,210,30000
Bangalore,Channasandra,3,2,0,13,acept,not furnished,2610,17400,726,222,20958
Bangalore,Yelahanka New Town,2,1,1,1,acept,not furnished,1050,3000,0,39,4089
Bangalore,Rajaji Nagar,3,2,1,9,not acept,not furnished,4500,13500,0,174,18174
Bangalore,Yeshwanthpur,5,6,0,-,acept,not furnished,0,15600,0,237,15837
Bangalore,2nd Stage Nagarbhavi,4,3,3,5,acept,not furnished,6384,39000,2427,495,48300
Bangalore,Kodichikkanahalli,3,2,2,-,not acept,furnished,0,24000,4002,363,28365
Bangalore,Hulimavu,1,1,0,-,not acept,not furnished,750,3240,42,42,4074
Bangalore,Hennur Road,3,2,2,11,not acept,not furnished,9480,15000,1152,192,25824
Bangalore,Bellandur,3,4,4,-,acept,furnished,0,14100,6,213,14319
Chennai,Mevalurkuppam,4,3,3,4,acept,not furnished,7020,18000,1449,231,26700
